time,Noisy signal
75.906,-1.225
75.916,0.184
75.926,-0.162
75.937,-0.036
75.947,1.056
75.957,-0.857
75.968,0.405
75.979,0.178
75.99,-0.66
76.001,1.389
76.01,-0.539
76.021,0.343
76.032,0.455
76.041,-0.648
76.05,0.659
76.061,-0.294
76.07,-0.697
76.081,1.218
76.091,-1.016
76.1,-0.251
76.11,0.083
76.12,-1.012
76.13,0.574
76.141,0.31
76.151,-0.615
76.162,0.753
76.173,-0.648
76.182,0.027
76.191,0.727
76.201,-0.817
76.212,0.203
76.221,0.722
76.23,-1.033
76.241,1.02
76.252,-0.726
76.262,-0.236
76.273,0.476
76.283,-0.772
76.293,0.48
76.303,0.147
76.313,-0.926
76.323,0.807
76.333,-0.269
76.343,-0.247
76.353,1.421
76.364,-0.662
76.375,0.557
76.385,0.237
76.395,-0.472
76.404,1.497
76.414,-0.617
76.423,-0.518
76.432,1.587
76.443,-0.918
76.452,-0.234
76.462,0.481
76.472,-1.351
76.482,0.576
76.493,0.014
76.503,-1.26
76.513,0.982
76.523,-0.465
76.533,-0.101
76.542,1.188
76.553,-1.485
76.563,0.37
76.574,-0.282
76.585,-1.093
76.595,0.759
76.604,-0.783
76.615,0.037
76.624,0.541
76.635,-0.606
76.644,1.01
76.655,-0.562
76.665,-0.638
76.675,1.156
76.685,-0.323
76.695,-0.097
76.705,0.978
76.716,-0.802
76.726,0.779
76.737,0.001
76.746,-0.396
76.757,0.807
76.767,-1.152
76.777,-0.111
76.787,0.597
76.796,-1.012
76.0,1.311
76.816,-0.103
76.825,-0.828
76.835,0.161
76.845,0.329
76.854,0.998
76.865,-0.008
76.876,-1.284
76.887,0.186
76.897,0.844
76.908,1.388
76.917,0.277
76.928,-1.112
76.937,-0.179
76.947,0.762
76.956,0.733
76.966,-0.437
76.976,-0.996
76.987,-0.271
76.996,0.767
77.006,0.404
77.017,-0.703
77.028,-1.263
77.037,-0.213
77.047,1.142
77.057,0.671
77.066,-0.88
77.076,-1.018
77.086,-0.482
77.096,0.742
77.107,0.75
77.117,-0.443
77.126,-0.666
77.136,-0.334
77.145,0.613
77.155,0.659
77.166,-0.287
77.177,-0.412
77.188,0.047
77.197,0.86
77.207,0.601
77.218,-0.92
77.229,-0.044
77.239,0.354
77.249,0.609
77.259,0.235
77.268,-0.226
77.278,-0.776
77.287,-0.102
77.297,1.039
77.306,0.737
77.316,-0.436
77.327,-1.051
77.336,0.208
77.345,0.34
77.356,0.796
77.367,-0.769
77.376,-1.456
77.385,-0.084
77.395,0.897
77.406,0.49
77.417,-0.068
77.427,-0.878
77.436,-0.131
77.446,0.995
77.456,0.607
77.466,-0.416
77.477,-0.762
77.487,0.134
77.497,0.511
77.506,0.61
77.517,-0.403
77.527,-1.397
77.537,0.345
77.547,1.039
77.558,0.38
77.569,-0.697
77.579,-0.848
77.59,0.525
77.601,0.856
77.61,0.555
77.621,-0.724
77.631,-0.844
77.642,0.305
77.653,0.499
77.662,0.862
77.673,-1.032
77.683,0.063
77.692,0.518
77.703,0.856
77.714,0.125
77.723,-0.47
77.734,-0.151
77.745,0.699
77.755,1.064
77.765,-0.802
77.775,-0.579
77.786,-0.103
77.796,0.739
77.806,0.477
77.0,0.82
77.826,-0.367
77.837,-0.141
77.846,0.085
77.855,0.479
77.865,0.629
77.874,0.883
77.884,1.256
77.894,0.115
77.904,0.08
77.915,-0.373
77.926,-1.187
77.935,-0.95
77.945,-0.8
77.955,-0.946
77.965,-0.243
77.976,0.026
77.985,1.046
77.995,0.772
78.004,0.426
78.016,0.898
78.025,0.606
78.036,-0.247
78.045,-1.286
78.056,-0.954
78.065,-0.965
78.074,-0.469
78.084,-0.184
78.094,0.429
78.104,0.75
78.114,0.471
78.125,1.043
78.134,1.19
78.145,-0.092
78.156,0.209
78.165,-0.309
78.175,-0.722
78.185,-1.54
78.195,-1.296
78.206,-1.313
78.215,0.067
78.227,0.648
78.237,0.406
78.246,0.8
78.256,0.998
78.267,0.544
78.277,0.345
78.288,-0.166
78.298,-0.591
78.308,-0.636
78.318,-0.493
78.328,-0.62
78.337,-0.481
78.347,0.095
78.357,0.689
78.368,1.393
78.378,1.377
78.388,0.962
78.398,0.496
78.408,-0.153
78.417,-0.707
78.427,-1.241
78.437,-1.164
78.447,-0.816
78.457,-0.269
78.468,0.251
78.478,0.751
78.487,0.698
78.497,1.107
78.506,0.614
78.516,0.62
78.526,0.228
78.536,-0.186
78.545,-1.434
78.555,-1.033
78.565,-1.297
78.575,-0.064
78.585,-0.443
78.594,-0.015
78.604,0.727
78.614,1.219
78.623,0.817
78.634,1.557
78.645,0.494
78.656,0.462
78.665,-0.189
78.676,-1.035
78.687,-0.93
78.696,-1.222
78.706,-0.825
78.715,0.317
78.724,0.479
78.734,1.237
78.744,0.948
78.755,1.03
78.766,1.089
78.775,0.528
78.784,-0.673
78.794,-1.036
78.805,-0.735
78.0,1.232
78.825,0.801
78.835,0.215
78.846,-0.469
78.855,0.008
78.865,-0.409
78.875,-0.406
78.886,-0.794
78.895,-0.771
78.906,-0.96
78.916,-0.939
78.925,-1.346
78.935,-0.429
78.945,0.399
78.956,0.273
78.965,0.358
78.974,0.501
78.985,0.612
78.994,0.885
79.004,0.991
79.013,0.608
79.023,1.12
79.033,0.746
79.044,0.553
79.055,0.028
79.065,-0.951
79.075,-0.745
79.085,-1.251
79.095,-0.586
79.105,-0.681
79.116,-0.712
79.126,-0.997
79.137,-0.933
79.147,-0.236
79.156,-0.007
79.166,0.575
79.176,0.709
79.187,0.97
79.197,0.666
79.207,0.759
79.218,0.778
79.228,0.549
79.238,0.295
79.247,0.029
79.258,-0.592
79.267,-0.002
79.278,-1.104
79.288,-0.938
79.297,-1.162
79.306,-1.063
79.317,-0.808
79.328,-0.35
79.337,-0.453
79.346,-0.218
79.357,0.283
79.367,0.707
79.377,1.187
79.386,0.619
79.397,0.752
79.406,0.452
79.416,1.037
79.427,0.48
79.438,0.112
79.447,0.029
79.456,-0.042
79.466,-0.129
79.475,-0.405
79.485,-0.764
79.495,-1.378
79.505,-0.996
79.515,-0.556
79.526,-1.019
79.536,-0.678
79.546,-0.543
79.556,0.473
79.566,0.238
79.576,0.157
79.586,1.463
79.596,0.957
79.606,1.074
79.617,0.87
79.627,0.674
79.637,0.138
79.647,-0.172
79.658,-0.214
79.668,-0.646
79.678,-0.92
79.688,-1.341
79.698,-1.105
79.708,-1.402
79.718,-0.762
79.728,-0.773
79.738,-0.759
79.749,0.398
79.759,0.327
79.768,0.626
79.779,0.233
79.789,0.646
79.8,1.67
79.811,0.916
79.0,0.997
79.831,-0.321
79.841,0.854
79.851,-1.341
79.862,0.508
79.872,0.167
79.881,-0.516
79.891,1.021
79.901,-0.264
79.911,-0.366
79.922,0.726
79.932,-0.657
79.942,0.969
79.952,0.158
79.961,-0.831
79.972,0.525
79.981,-0.711
79.991,-0.284
80.002,1.196
80.011,-1.07
80.021,-0.294
80.031,0.76
80.042,-0.724
80.051,0.843
80.061,-0.154
80.07,-0.735
80.081,0.594
80.091,-0.412
80.101,0.137
80.111,0.595
80.122,-1.229
80.131,0.471
80.141,0.72
80.151,-0.77
80.161,0.656
80.171,-0.451
80.181,0.123
80.191,1.126
80.201,-0.718
80.211,0.393
80.222,0.583
80.231,-1.037
80.241,1.415
80.251,-0.059
80.26,-0.482
80.271,0.589
80.283,-1.111
80.293,0.432
80.303,0.417
80.313,-0.784
80.322,0.561
80.332,-0.359
80.343,-0.239
80.353,0.994
80.364,-0.945
80.373,0.053
80.384,0.028
80.395,-1.038
80.405,0.971
80.415,-0.393
80.425,0.335
80.435,1.184
80.445,-1.569
80.455,0.284
80.465,0.589
80.475,-1.16
80.484,0.403
80.494,-0.262
80.504,-0.588
80.514,1.069
80.524,-1.382
80.534,0.278
80.545,0.852
80.555,-1.087
80.566,1.504
80.576,-0.125
80.585,-0.571
80.596,1.13
80.606,-0.766
80.616,0.384
80.626,0.617
80.636,-1.207
80.645,0.88
80.655,0.411
80.665,-1.515
80.675,0.619
80.685,-0.592
80.696,0.16
80.706,0.518
80.715,-0.793
80.726,0.897
80.736,-0.008
80.746,-0.938
80.756,0.902
80.766,-0.896
80.777,0.086
80.788,0.537
80.799,-0.958
80.809,1.117
80.819,-0.288
80.0,0.726
80.838,-1.199
80.847,-1.598
80.857,-0.634
80.868,-0.567
80.879,-0.805
80.888,-0.676
80.899,-0.337
80.909,-0.268
80.919,0.546
80.929,0.42
80.939,0.112
80.949,0.76
80.958,0.447
80.968,0.772
80.979,1.209
80.99,0.478
81.0,0.914
81.01,1.62
81.021,0.688
81.031,0.61
81.041,0.325
81.051,0.663
81.061,0.179
81.07,0.519
81.081,0.244
81.091,-0.138
81.1,-0.697
81.11,-0.864
81.119,-0.302
81.129,-0.945
81.138,-0.626
81.148,-0.934
81.158,-1.182
81.169,-0.81
81.179,-0.948
81.19,-0.398
81.2,-0.968
81.21,-0.595
81.22,-0.562
81.229,-0.79
81.24,-0.077
81.25,-0.023
81.26,-0.111
81.27,0.05
81.28,0.55
81.29,0.808
81.3,0.772
81.309,0.535
81.32,0.287
81.329,0.989
81.338,0.982
81.348,1.123
81.358,0.554
81.367,0.639
81.378,0.635
81.389,0.232
81.399,-0.216
81.409,0.374
81.42,0.089
81.429,-0.076
81.439,-0.247
81.449,-0.639
81.46,-0.991
81.471,-0.899
81.481,-0.75
81.491,-1.171
81.5,-0.888
81.511,-0.976
81.522,-1.703
81.532,-0.78
81.541,-0.515
81.552,-0.346
81.562,-0.038
81.573,-0.665
81.584,-0.304
81.594,-0.037
81.603,0.235
81.613,0.631
81.623,0.567
81.634,0.938
81.644,0.524
81.653,1.68
81.664,1.032
81.675,0.642
81.685,1.205
81.695,0.806
81.705,0.598
81.714,0.58
81.725,0.974
81.735,0.289
81.745,-0.285
81.756,-0.152
81.765,-0.895
81.775,-0.802
81.786,-0.312
81.795,-1.359
81.806,-1.171
81.815,-1.176
81.825,-1.439
81.0,0.714
81.846,-0.459
81.856,0.183
81.865,1.004
81.874,0.929
81.885,-0.841
81.895,-0.395
81.905,-1.06
81.914,-0.56
81.924,1.154
81.934,1.28
81.943,0.511
81.954,-0.011
81.965,-1.769
81.975,-0.887
81.986,0.007
81.997,1.081
82.006,0.961
82.017,-0.029
82.027,-0.97
82.037,-0.822
82.048,0.002
82.058,0.713
82.069,1.172
82.078,0.642
82.089,-0.375
82.099,-0.707
82.109,-0.375
82.119,0.535
82.13,1.017
82.14,0.713
82.15,-0.451
82.161,-1.14
82.172,-0.348
82.182,-0.189
82.192,1.166
82.203,1.199
82.214,0.937
82.224,-0.099
82.234,-0.918
82.244,-0.628
82.255,0.588
82.265,0.916
82.275,0.677
82.286,-0.518
82.296,-0.877
82.307,-0.809
82.317,0.173
82.327,0.951
82.337,0.656
82.347,0.738
82.357,-0.65
82.367,-0.942
82.377,-0.507
82.388,0.595
82.397,1.586
82.408,0.844
82.418,-0.015
82.428,-0.683
82.438,-0.764
82.447,-0.29
82.458,0.347
82.467,0.492
82.478,0.817
82.488,-0.39
82.497,-0.872
82.508,-0.355
82.518,0.302
82.529,0.662
82.539,0.576
82.549,0.508
82.559,-1.012
82.569,-1.353
82.579,-0.101
82.588,0.356
82.597,0.707
82.608,0.722
82.617,-0.241
82.627,-0.859
82.636,-0.944
82.646,-0.839
82.657,1.013
82.666,0.453
82.675,0.806
82.685,-0.078
82.695,-0.9
82.705,-0.604
82.715,-0.404
82.724,0.897
82.735,0.713
82.745,0.342
82.755,-0.249
82.766,-0.659
82.777,-1.525
82.787,0.26
82.798,1.158
82.809,0.893
82.819,-0.056
82.828,-0.862
82.838,-0.908
82.0,0.789
82.858,1.025
82.868,0.18
82.878,-0.883
82.887,0.223
82.897,0.667
82.908,0.923
82.917,-0.049
82.927,-0.981
82.936,-0.764
82.946,0.685
82.957,0.936
82.967,0.109
82.978,-1.031
82.989,-0.356
82.999,0.889
83.009,0.344
83.019,-0.536
83.029,-1.179
83.038,0.537
83.049,1.121
83.058,0.133
83.068,-0.643
83.079,-0.41
83.089,0.55
83.098,0.897
83.108,-0.249
83.118,-0.858
83.128,-0.26
83.138,0.718
83.148,1.235
83.157,-0.715
83.168,-0.961
83.177,0.077
83.187,0.919
83.197,0.372
83.207,-0.32
83.216,-0.983
83.226,0.087
83.235,1.083
83.246,0.768
83.257,-0.216
83.267,-0.736
83.277,0.523
83.286,0.37
83.297,0.051
83.307,-0.677
83.317,-0.419
83.327,0.193
83.338,0.384
83.347,0.727
83.356,-1.128
83.366,0.234
83.376,0.782
83.385,0.165
83.395,-0.494
83.405,-1.331
83.416,-0.101
83.426,0.465
83.436,0.713
83.446,-0.677
83.456,-0.93
83.466,-0.02
83.477,0.462
83.487,0.574
83.497,-0.942
83.507,-0.571
83.517,0.662
83.527,1.022
83.536,0.329
83.546,-0.52
83.556,-0.652
83.566,0.841
83.576,0.497
83.586,0.1
83.597,-1.19
83.607,0.418
83.617,1.183
83.626,0.768
83.636,-0.711
83.646,-1.255
83.656,0.433
83.668,0.689
83.677,-0.064
83.687,-0.811
83.697,-0.477
83.707,0.617
83.716,0.609
83.727,0.095
83.737,-0.849
83.747,-0.273
83.758,0.979
83.767,0.776
83.778,-0.509
83.789,-1.165
83.799,0.63
83.81,0.82
83.82,0.121
83.83,-1.022
83.84,-0.497
83.0,0.814
83.86,-0.45
83.869,-0.42
83.879,0.317
83.889,1.041
83.898,0.539
83.908,-0.609
83.918,-1.35
83.928,-0.273
83.938,0.674
83.948,0.74
83.957,0.089
83.967,-0.679
83.977,-0.827
83.987,-0.121
83.997,1.198
84.008,0.381
84.019,-0.523
84.03,-0.534
84.039,-0.338
84.049,0.34
84.06,0.649
84.07,-0.62
84.08,-0.816
84.09,-1.162
84.101,0.08
84.11,1.475
84.121,0.209
84.131,-1.125
84.141,-1.186
84.152,-0.089
84.162,0.897
84.173,0.842
84.183,-0.581
84.193,-1.14
84.204,-0.817
84.215,0.788
84.225,1.02
84.235,0.086
84.246,-0.571
84.255,-1.114
84.265,1.022
84.275,1.24
84.285,1.006
84.297,-0.741
84.306,-0.661
84.317,-0.092
84.327,0.899
84.337,0.975
84.348,-0.409
84.358,-0.783
84.368,-0.392
84.378,0.027
84.387,1.181
84.398,0.447
84.408,-0.834
84.417,-1.062
84.428,-0.506
84.437,0.775
84.446,1.403
84.456,0.559
84.466,-0.819
84.476,-0.981
84.487,0.316
84.497,0.889
84.507,0.459
84.516,-0.136
84.526,-0.902
84.535,-0.53
84.546,0.276
84.555,1.02
84.566,0.355
84.576,-0.892
84.587,-1.225
84.597,0.293
84.606,1.163
84.617,0.452
84.628,-0.168
84.637,-1.029
84.646,-0.946
84.656,-0.168
84.666,1.059
84.676,0.71
84.686,-0.647
84.697,-0.644
84.706,-0.193
84.716,0.88
84.726,0.659
84.737,0.151
84.747,-0.973
84.757,-0.726
84.767,0.349
84.778,1.247
84.787,0.443
84.797,-0.515
84.808,-1.172
84.818,-0.002
84.829,0.865
84.84,1.056
84.85,-0.008
84.0,0.928
84.869,-1.105
84.879,-0.159
84.889,0.776
84.899,1.336
84.909,-0.466
84.92,-1.231
84.929,-0.633
84.939,0.674
84.95,0.812
84.959,0.554
84.97,-0.656
84.979,-0.619
84.99,0.488
85.001,1.015
85.011,0.378
85.021,-0.876
85.031,-0.811
85.04,0.207
85.051,1.276
85.061,0.779
85.072,-0.963
85.083,-0.794
85.092,0.104
85.101,1.251
85.111,0.753
85.121,-0.364
85.13,-0.861
85.14,-0.561
85.151,0.548
85.16,0.805
85.169,0.666
85.18,-0.803
85.19,-0.396
85.2,0.406
85.209,0.63
85.22,0.785
85.229,-1.332
85.239,-0.719
85.25,-0.087
85.26,0.761
85.27,1.204
85.28,-0.413
85.29,-1.168
85.301,-0.209
85.311,0.98
85.32,1.227
85.331,-0.099
85.34,-1.075
85.35,-0.448
85.361,0.527
85.371,0.976
85.38,0.303
85.39,-1.434
85.4,-0.902
85.41,0.95
85.42,0.925
85.43,0.765
85.44,-0.507
85.449,-1.165
85.46,-0.468
85.47,0.391
85.48,0.827
85.489,-0.53
85.5,-1.201
85.51,-0.01
85.521,0.421
85.531,0.665
85.541,0.013
85.552,-1.179
85.562,-0.166
85.573,0.284
85.583,0.905
85.592,-0.328
85.603,-1.006
85.612,-0.356
85.622,0.831
85.632,1.093
85.642,0.432
85.652,-0.699
85.662,-1.269
85.672,0.691
85.682,0.922
85.693,0.908
85.704,-0.627
85.714,-0.978
85.724,0.427
85.733,0.041
85.744,0.258
85.754,-0.121
85.765,-0.627
85.774,-0.248
85.785,0.632
85.796,0.974
85.805,-0.84
85.815,-1.218
85.825,-0.486
85.835,1.081
85.845,0.871
85.856,-0.352
85.0,1.174
85.877,-1.177
85.887,-0.803
85.897,-0.875
85.907,-0.856
85.918,-0.737
85.929,-0.852
85.939,-0.171
85.949,-0.136
85.959,0.22
85.968,0.606
85.979,0.903
85.99,0.785
85.999,1.352
86.01,1.296
86.019,1.176
86.03,0.52
86.04,0.889
86.05,0.103
86.059,-1.056
86.07,-0.65
86.08,-0.81
86.09,-0.928
86.101,-0.898
86.111,-0.954
86.122,-0.87
86.132,-0.515
86.142,-0.171
86.153,0.668
86.164,0.29
86.174,0.166
86.184,0.977
86.195,1.023
86.205,1.671
86.216,1.053
86.226,0.56
86.237,0.703
86.246,0.563
86.256,-0.1
86.266,0.388
86.275,-0.488
86.287,-0.808
86.296,-1.025
86.306,-1.409
86.315,-0.89
86.325,-0.646
86.335,-0.2
86.345,-0.21
86.354,0.528
86.365,0.193
86.375,0.651
86.384,0.824
86.395,1.139
86.404,0.879
86.415,1.092
86.426,0.473
86.436,0.528
86.446,0.182
86.455,0.029
86.464,-0.432
86.474,-0.553
86.485,-0.944
86.494,-0.781
86.504,-0.463
86.514,-0.691
86.524,-0.635
86.533,-0.117
86.543,-0.273
86.553,-0.023
86.563,0.225
86.572,0.545
86.582,0.891
86.592,1.039
86.602,0.937
86.613,1.106
86.623,0.763
86.632,0.082
86.643,0.149
86.653,-0.156
86.663,-0.174
86.673,-0.702
86.683,-0.749
86.693,-1.056
86.702,-1.001
86.713,-0.96
86.723,-1.229
86.733,-0.267
86.744,0.168
86.754,0.148
86.764,0.405
86.774,0.811
86.784,0.654
86.794,0.751
86.804,1.569
86.815,0.813
86.825,0.842
86.836,0.645
86.846,-0.2
86.857,-0.374
86.868,-0.006
86.0,0.835
86.887,0.856
86.897,0.194
86.907,-0.682
86.918,0.974
86.929,-0.826
86.939,-0.437
86.95,0.558
86.959,-0.543
86.969,0.664
86.979,-0.112
86.989,-0.848
86.999,0.855
87.01,-0.921
87.02,-0.161
87.03,1.088
87.04,-1.228
87.05,0.774
87.06,-0.098
87.071,-0.365
87.082,0.563
87.091,-1.212
87.1,0.009
87.11,0.699
87.121,-0.669
87.131,0.949
87.14,0.289
87.15,-1.097
87.16,1.356
87.169,0.29
87.179,-0.28
87.189,1.246
87.199,-0.419
87.209,0.147
87.22,0.505
87.231,-0.863
87.241,0.778
87.251,-0.005
87.261,-0.648
87.27,0.821
87.279,-0.84
87.29,-0.153
87.301,0.176
87.311,-0.594
87.322,0.848
87.332,-0.012
87.342,-0.952
87.351,1.719
87.362,-1.013
87.373,0.151
87.382,-0.003
87.393,-1.545
87.404,1.207
87.413,-0.205
87.424,-0.035
87.433,1.202
87.444,-0.97
87.454,0.595
87.465,0.334
87.475,-1.109
87.485,0.9
87.495,-0.761
87.506,-0.174
87.516,0.964
87.527,-1.013
87.537,1.119
87.546,0.481
87.556,-0.743
87.567,1.036
87.576,-0.02
87.585,-0.677
87.595,0.647
87.605,-0.234
87.614,0.149
87.624,1.259
87.635,-1.019
87.645,1.271
87.655,-0.417
87.666,-0.439
87.676,0.739
87.686,-1.064
87.696,0.296
87.707,0.807
87.717,-1.3
87.727,0.539
87.737,-0.194
87.747,-0.333
87.757,0.834
87.768,-0.95
87.778,0.164
87.789,0.159
87.798,-0.922
87.808,0.497
87.82,-0.753
87.831,0.204
87.84,0.871
87.851,-1.695
87.861,0.602
87.871,0.864
87.882,-0.784
87.0,1.282
87.902,-0.566
87.913,0.881
87.922,-0.099
87.932,-0.17
87.942,0.213
87.952,-0.163
87.962,0.613
87.971,0.174
87.981,0.913
87.991,-0.526
88.002,1.157
88.013,-0.593
88.022,0.821
88.033,-0.769
88.043,0.929
88.052,-0.456
88.063,0.933
88.073,-0.751
88.083,1.37
88.092,-0.345
88.103,1.074
88.113,-0.379
88.122,0.68
88.132,-0.628
88.143,0.552
88.153,-0.137
88.162,0.574
88.172,-0.047
88.182,-0.656
88.192,0.196
88.202,-0.446
88.212,0.463
88.221,-0.463
88.231,1.217
88.24,-1.059
88.25,0.976
88.26,-0.996
88.269,1.09
88.279,-0.795
88.288,0.306
88.299,-0.572
88.309,0.832
88.319,-0.559
88.329,0.042
88.339,-0.461
88.348,-0.168
88.358,0.281
88.368,-0.425
88.378,0.663
88.388,-0.589
88.399,0.487
88.409,-0.659
88.418,0.43
88.428,-0.581
88.437,0.511
88.447,-1.5
88.457,0.892
88.468,-0.845
88.478,1.232
88.488,-0.642
88.498,0.934
88.509,-1.267
88.519,0.979
88.528,-0.92
88.539,0.644
88.548,-0.704
88.559,0.672
88.57,0.301
88.58,0.5
88.589,-0.0
88.6,0.655
88.609,-0.068
88.62,-0.076
88.629,-0.044
88.639,-0.535
88.648,0.65
88.659,-0.258
88.669,0.985
88.68,-0.89
88.689,1.087
88.699,-1.257
88.71,1.162
88.72,-1.086
88.729,1.111
88.74,-0.977
88.749,0.539
88.76,-1.354
88.769,0.779
88.78,-0.731
88.791,1.159
88.801,-0.765
88.81,0.686
88.821,-1.324
88.831,0.642
88.841,-0.921
88.852,0.557
88.863,-1.034
88.873,0.488
88.882,-0.582
88.0,0.663
88.903,0.069
88.913,-0.129
88.923,-0.793
88.933,-0.929
88.943,-0.968
88.953,-0.398
88.962,-0.556
88.972,0.324
88.982,0.77
88.992,0.396
89.003,0.753
89.012,0.283
89.022,0.312
89.033,-0.29
89.043,-0.787
89.053,-1.192
89.064,-1.38
89.073,-0.878
89.083,0.103
89.093,0.983
89.102,1.199
89.111,0.996
89.121,0.573
89.131,0.494
89.142,0.342
89.152,-0.519
89.162,-0.08
89.173,-1.52
89.183,-0.566
89.192,-0.511
89.203,0.597
89.213,1.436
89.224,0.691
89.234,0.325
89.245,0.428
89.256,0.013
89.266,-1.072
89.276,-1.554
89.286,-0.71
89.296,-0.349
89.306,-0.413
89.317,0.496
89.326,1.046
89.337,1.408
89.347,1.115
89.357,0.24
89.368,-0.337
89.379,-0.859
89.39,-0.966
89.4,-0.375
89.41,-0.279
89.419,0.426
89.43,0.818
89.439,0.969
89.449,1.055
89.459,0.56
89.47,0.232
89.479,-1.015
89.49,-1.0
89.5,-0.873
89.511,-1.045
89.52,-0.383
89.529,0.433
89.54,0.664
89.551,0.956
89.56,0.642
89.571,0.866
89.582,0.2
89.593,-0.574
89.604,-1.278
89.615,-1.264
89.626,-0.074
89.635,-0.453
89.645,0.749
89.655,0.638
89.665,0.717
89.676,0.584
89.686,0.111
89.697,-0.098
89.706,-0.509
89.717,-0.764
89.728,-1.192
89.739,-0.474
89.749,-0.113
89.759,0.185
89.77,1.031
89.78,0.342
89.791,0.924
89.802,0.06
89.813,-0.262
89.822,-0.844
89.832,-1.211
89.842,-1.114
89.851,-0.262
89.86,0.215
89.87,0.917
89.879,0.548
89.89,0.98
89.901,0.666
89.0,0.729
89.923,0.569
89.932,1.121
89.942,1.116
89.952,-0.678
89.963,-0.9
89.974,-0.251
89.983,-0.141
89.993,0.789
90.002,0.474
90.012,-0.072
90.021,-0.081
90.031,-1.249
90.041,-1.222
90.051,-0.233
90.062,1.131
90.071,0.508
90.081,0.669
90.091,-0.195
90.101,-0.559
90.111,-1.02
90.12,-0.254
90.13,0.857
90.139,0.989
90.149,1.206
90.159,-0.001
90.169,-0.671
90.18,-1.192
90.19,-0.932
90.2,0.522
90.21,0.683
90.22,1.485
90.23,0.16
90.241,-0.879
90.251,-0.89
90.261,-0.822
90.272,0.68
90.281,0.791
90.293,0.946
90.302,0.108
90.312,-1.505
90.322,-0.869
90.333,-0.171
90.343,0.139
90.353,1.485
90.363,0.782
90.374,-0.009
90.384,0.243
90.394,-1.388
90.405,-0.522
90.416,0.713
90.426,0.707
90.435,0.981
90.446,-0.28
90.456,-0.603
90.466,-1.128
90.477,0.12
90.487,0.491
90.498,0.92
90.507,0.772
90.517,-0.093
90.526,-0.983
90.536,-1.533
90.546,-0.625
90.557,0.318
90.567,1.074
90.577,0.374
90.586,0.22
90.597,-0.778
90.607,-1.414
90.616,-0.093
90.626,0.303
90.636,0.93
90.646,1.56
90.656,0.561
90.667,-0.252
90.676,-1.577
90.686,-0.499
90.697,-0.048
90.707,1.335
90.716,1.451
90.727,0.782
90.736,-0.259
90.747,-0.784
90.758,-1.335
90.769,-0.044
90.779,0.804
90.79,0.973
90.799,0.021
90.81,-0.434
90.82,-1.484
90.83,-1.044
90.841,0.171
90.851,0.481
90.861,1.251
90.871,0.093
90.881,-0.634
90.892,-1.001
90.903,-0.781
90.913,0.246
90.0,1.069
90.934,-0.097
90.944,0.891
90.955,0.973
90.966,-0.392
90.975,-1.043
90.985,-0.565
90.996,0.619
91.006,0.866
91.016,-0.188
91.027,-0.697
91.036,-1.019
91.047,0.665
91.057,0.702
91.068,-0.619
91.079,-0.828
91.09,0.389
91.1,1.194
91.11,-0.267
91.12,-0.936
91.13,-1.168
91.141,0.682
91.15,1.017
91.161,-0.11
91.17,-0.684
91.18,-0.581
91.19,0.413
91.199,0.546
91.209,0.407
91.219,-0.685
91.228,-0.648
91.239,0.416
91.249,0.664
91.26,0.168
91.27,-0.346
91.279,-0.763
91.29,0.153
91.301,0.809
91.31,0.513
91.32,-0.673
91.331,-0.871
91.34,0.331
91.351,0.835
91.362,-0.53
91.373,-1.373
91.383,-0.565
91.393,0.802
91.404,0.801
91.414,-0.351
91.424,-0.837
91.433,-0.678
91.444,0.649
91.454,0.128
91.465,-0.28
91.475,-0.951
91.484,-0.467
91.494,0.704
91.504,0.889
91.514,-0.135
91.524,-1.203
91.535,-0.332
91.544,0.545
91.554,0.648
91.564,-0.042
91.574,-0.736
91.583,-0.404
91.592,0.378
91.602,1.121
91.611,0.207
91.621,-0.916
91.632,-0.816
91.642,0.503
91.652,1.055
91.663,0.132
91.673,-0.638
91.684,-0.481
91.694,0.73
91.705,1.196
91.716,-0.479
91.725,-0.627
91.736,-0.389
91.746,1.696
91.756,0.248
91.767,-0.627
91.777,-0.743
91.788,0.049
91.798,0.441
91.809,0.521
91.819,-0.339
91.83,-0.712
91.84,0.131
91.851,1.153
91.86,-0.195
91.871,-1.047
91.882,0.087
91.891,0.917
91.9,0.909
91.91,-0.183
91.92,-1.055
91.931,-0.539
91.0,0.926
91.951,0.934
91.96,-0.032
91.971,-1.175
91.981,-0.706
91.991,0.683
92.0,0.479
92.01,0.654
92.02,-0.365
92.029,-1.068
92.039,-0.487
92.049,0.633
92.058,0.997
92.069,0.056
92.079,-0.812
92.089,-1.335
92.099,-0.387
92.109,0.682
92.119,0.545
92.129,-0.249
92.139,-1.092
92.149,0.071
92.158,0.645
92.169,0.787
92.179,-0.099
92.189,-1.161
92.198,-0.968
92.208,-0.106
92.218,1.119
92.228,1.043
92.238,-0.136
92.248,-1.179
92.259,-0.477
92.269,0.851
92.278,0.691
92.288,0.789
92.298,-1.03
92.309,-0.8
92.318,-0.162
92.328,0.811
92.339,0.873
92.35,-0.418
92.361,-1.324
92.371,-0.997
92.38,0.909
92.39,0.654
92.399,0.324
92.408,-0.843
92.42,-1.103
92.431,-0.01
92.441,0.926
92.451,0.666
92.461,-0.527
92.47,-0.676
92.481,-0.024
92.492,1.004
92.502,0.93
92.512,0.219
