price,bedrooms,sqft,grade
316000.0,5,2600,7
310000.0,1,670,5
392000.0,3,1500,7
521000.0,3,1460,8
495000.0,2,1540,7
209000.0,3,1250,7
809950.0,4,2230,9
400000.0,2,1800,7
415000.0,4,2400,8
411000.0,4,2370,8
825000.0,2,1830,7
436000.0,3,1480,8
460000.0,4,2620,9
281000.0,3,1300,6
976000.0,4,3120,8
485000.0,4,2400,8
429000.0,3,1430,7
729000.0,3,2480,9
625000.0,3,2280,8
218500.0,3,1390,7
175000.0,3,1030,7
442500.0,3,1120,7
480000.0,3,1300,7
715500.0,3,2410,8
432500.0,3,1470,8
875000.0,5,4720,11
605000.0,5,2910,8
1690000.0,4,5000,12
318000.0,3,1690,7
311300.0,2,1000,7
325000.0,5,2400,7
795000.0,5,3330,9
558000.0,4,2060,8
370000.0,4,3090,9
598850.0,4,2350,8
515700.0,3,2180,8
458000.0,3,1870,8
583500.0,3,3530,10
653750.0,4,2460,9
299000.0,3,1650,8
532000.0,5,3480,8
819000.0,3,3176,9
945000.0,4,2420,9
608700.0,4,2260,9
812000.0,4,2380,8
464000.0,5,3400,8
950000.0,4,3770,10
700000.0,4,2672,8
435000.0,3,1180,7
229500.0,3,1810,7
1580000.0,3,2610,8
265000.0,3,1450,7
995000.0,2,1600,7
590000.0,3,2650,8
740000.0,4,2490,9
360000.0,2,850,6
548500.0,4,1820,7
599000.0,3,1960,7
615000.0,3,2350,8
292000.0,3,1320,7
899000.0,4,3720,10
500000.0,3,2210,7
580000.0,3,1910,8
580000.0,4,2840,9
594000.0,3,1320,7
500000.0,3,2440,7
550000.0,4,2420,8
275000.0,3,1180,8
390000.0,3,1820,8
1250000.0,3,3760,10
250000.0,3,1560,7
405000.0,2,1790,8
213950.0,3,1430,6
232000.0,3,1390,7
207000.0,3,990,6
310000.0,3,1880,8
540000.0,3,2520,9
750000.0,4,2060,7
392500.0,4,2150,8
305000.0,5,2500,8
735000.0,3,2390,9
575000.0,4,2400,8
175000.0,2,660,6
291000.0,4,1580,7
791500.0,4,3250,10
475000.0,3,1880,8
238950.0,2,1190,7
470000.0,3,1280,8
420000.0,4,2380,8
440000.0,3,2040,8
656000.0,4,1440,8
559950.0,3,2120,7
600000.0,2,990,6
255000.0,3,1710,7
210750.0,4,1840,7
485000.0,4,1150,7
390000.0,3,2250,8
405000.0,3,2460,8
462500.0,4,1540,7
435000.0,4,2210,8
440000.0,3,1440,7
299950.0,3,1790,9
440000.0,2,1120,8
312620.0,3,1260,7
372500.0,3,1180,7
297262.0,3,1730,8
735000.0,4,2250,7
430000.0,3,1550,7
241000.0,2,1070,7
201000.0,3,1460,7
570000.0,2,1060,7
538000.0,4,1840,7
729000.0,3,2440,8
331500.0,4,1700,7
110700.0,2,680,6
245000.0,3,1700,7
427000.0,3,2000,7
650500.0,4,2340,8
335900.0,2,1120,7
535000.0,2,1510,7
360000.0,5,2120,6
294900.0,3,1500,7
460000.0,2,1030,7
1770000.0,4,5440,12
463000.0,2,1150,7
332000.0,5,2420,8
199500.0,4,1750,5
247000.0,4,1750,5
442500.0,4,2170,8
600000.0,3,2540,9
449000.0,3,1690,7
725000.0,4,1600,7
215000.0,3,1060,7
582500.0,2,1990,7
305000.0,4,2210,8
734000.0,4,3090,8
300000.0,3,1050,7
525888.0,5,2550,7
711000.0,4,2095,8
360000.0,3,1520,8
357000.0,5,2750,8
235000.0,3,1200,7
550000.0,3,1830,7
324000.0,3,1160,7
420000.0,3,1750,8
450000.0,4,2400,8
825000.0,5,4140,9
272000.0,4,2115,7
481000.0,3,2580,9
500000.0,3,1220,7
448000.0,2,1630,7
480000.0,2,1350,8
475000.0,3,1690,7
472500.0,2,1700,8
291000.0,4,1890,8
294000.0,2,850,7
1010000.0,4,2480,9
442500.0,3,1690,7
170000.0,2,810,6
1580000.0,4,3980,10
665000.0,3,2580,8
1610000.0,5,6085,11
675000.0,2,2140,7
279900.0,2,1360,6
875000.0,4,1800,8
571000.0,3,1920,8
320000.0,3,860,7
525000.0,3,2340,9
1650000.0,8,4040,9
137900.0,3,1160,6
440000.0,3,1680,8
360000.0,3,1280,7
271000.0,4,1800,7
465000.0,6,4250,10
280000.0,4,2400,8
283000.0,2,940,5
411500.0,3,1110,7
282000.0,3,2420,8
535000.0,3,1850,9
554729.0,4,2020,9
868000.0,4,2020,9
427000.0,3,1830,8
455000.0,4,1920,7
595000.0,2,1280,7
400000.0,4,3130,8
770000.0,4,3920,10
742500.0,4,3100,8
1250000.0,4,3220,9
375000.0,3,1670,8
1560000.0,4,2700,9
545000.0,4,5461,9
1050000.0,4,4400,11
1570000.0,3,2190,9
178000.0,4,1200,6
262500.0,3,1470,7
730000.0,3,1650,8
395000.0,5,1840,8
355000.0,3,1210,6
299990.0,3,1870,8
1130000.0,4,3890,9
425000.0,4,2660,8
349000.0,2,1150,7
554950.0,4,1740,7
326000.0,6,2580,7
580000.0,4,1720,8
699000.0,3,2740,10
757000.0,3,2610,7
335000.0,3,1400,7
660000.0,3,2570,9
540000.0,4,2830,8
320000.0,5,2630,8
280000.0,3,1580,7
324000.0,3,1540,7
300000.0,3,2120,7
360000.0,3,1830,7
600000.0,3,2260,10
950000.0,4,2500,8
599950.0,3,1830,8
190000.0,4,1190,6
350000.0,4,2310,7
522000.0,3,1230,7
850000.0,3,2940,10
308000.0,3,1010,7
1020000.0,6,2550,7
397500.0,3,1480,7
186000.0,3,1460,7
436500.0,5,3110,8
710000.0,3,2140,8
1380000.0,5,3450,9
450000.0,3,1960,7
375000.0,4,1890,7
315000.0,2,2080,7
467500.0,3,1700,7
330000.0,3,1140,6
665000.0,3,3136,8
760000.0,4,2590,9
469000.0,3,1480,8
408000.0,3,1500,8
851000.0,3,2660,8
410000.0,2,1350,8
235000.0,2,860,6
207100.0,2,1000,6
560000.0,4,2480,7
903000.0,3,3860,10
998500.0,3,2140,8
268500.0,4,1820,7
494950.0,2,2220,8
1130000.0,4,2660,9
250000.0,3,1470,6
449000.0,4,2350,7
1230000.0,3,2980,9
325000.0,4,1870,8
506000.0,5,2430,7
751000.0,4,2790,9
280000.0,3,1370,7
1120000.0,4,4470,11
580000.0,3,2040,8
665000.0,4,2340,8
450000.0,4,2520,7
389900.0,4,1710,6
427000.0,3,1200,7
265000.0,3,1330,7
398000.0,3,1310,7
354000.0,6,3020,7
339950.0,4,2260,8
399000.0,2,790,6
325000.0,2,970,7
998800.0,3,2250,9
350000.0,4,1530,7
1000000.0,4,1780,9
561000.0,3,2120,7
245000.0,2,1500,7
570000.0,2,1500,7
845000.0,4,2390,8
314500.0,4,2390,7
650000.0,3,2920,8
298000.0,2,850,5
500000.0,2,930,7
870000.0,4,3340,9
299000.0,2,710,6
527000.0,3,2240,7
420000.0,3,1060,7
290000.0,3,2360,8
1660000.0,4,3520,9
499990.0,3,1730,8
315000.0,3,1170,6
425000.0,4,3680,9
630000.0,3,2900,9
365000.0,3,1290,7
774000.0,4,2010,8
368888.0,3,1490,7
339500.0,4,1930,7
344950.0,4,2240,7
450000.0,3,2320,8
814950.0,4,2990,9
299900.0,4,2200,8
315000.0,3,1500,7
880000.0,3,3860,9
195000.0,3,1430,7
910000.0,5,3750,9
540000.0,5,3100,8
306000.0,3,1870,7
272000.0,4,2040,8
1300000.0,5,3700,8
450000.0,3,3150,8
450000.0,3,1990,8
310000.0,4,1740,7
530000.0,2,2080,8
435000.0,4,2060,7
485000.0,3,1590,7
690000.0,3,1760,8
305000.0,4,1620,7
300000.0,3,1210,7
289950.0,4,2040,8
575000.0,3,2270,9
1820000.0,4,6640,12
219000.0,3,1060,7
265000.0,4,1940,7
1110000.0,5,3070,9
200000.0,3,930,6
545000.0,4,2180,7
378000.0,3,2130,8
388000.0,2,800,6
425000.0,4,2200,7
536000.0,2,1130,8
1180000.0,3,1970,8
629950.0,3,1680,9
465000.0,4,1470,7
545000.0,4,2390,8
592000.0,4,2300,8
446000.0,4,2280,7
375000.0,3,1330,8
632500.0,5,2640,7
459950.0,4,2430,8
485000.0,4,2470,9
255000.0,3,1440,7
251750.0,3,1320,7
725000.0,3,2810,8
460000.0,3,1370,8
625000.0,3,2000,8
530000.0,3,1980,8
394950.0,3,2050,8
324950.0,4,2320,7
330000.0,3,1960,7
220000.0,4,1910,7
685000.0,3,2030,8
500000.0,3,2210,8
368000.0,4,2610,7
825000.0,3,2520,9
660000.0,6,1840,7
253000.0,3,1570,7
392500.0,4,2400,7
605000.0,3,1930,9
215000.0,3,1160,6
650000.0,4,2820,9
877500.0,4,3060,8
232500.0,3,1320,6
234000.0,2,1200,6
380000.0,3,1560,7
420000.0,5,3070,9
399950.0,3,1040,7
256750.0,3,1990,7
535000.0,3,1690,8
515000.0,3,1810,9
770000.0,4,2520,7
256000.0,3,1570,7
489900.0,3,1680,7
165000.0,3,1250,7
220000.0,3,1280,7
575000.0,4,4620,11
375000.0,3,1580,7
422250.0,3,1650,8
420000.0,3,1660,8
608000.0,4,2410,8
620000.0,3,1720,7
850000.0,3,3120,9
463000.0,4,2680,8
750000.0,5,2640,8
1070000.0,3,3730,9
290000.0,3,1700,7
525000.0,4,2280,7
319000.0,3,1220,7
592500.0,6,3500,7
350000.0,3,2010,7
454900.0,3,2130,8
272000.0,4,1800,7
357500.0,3,1070,7
285000.0,3,1020,6
280000.0,4,1600,7
477000.0,4,1380,7
750000.0,3,3270,10
595000.0,4,2100,7
525000.0,3,2110,8
319000.0,3,1640,7
225000.0,3,1320,7
485000.0,4,2420,7
341000.0,3,1390,6
674000.0,3,2320,9
442250.0,3,2170,8
591000.0,4,2710,8
276000.0,3,1450,7
394000.0,3,1370,8
355000.0,3,1810,7
260000.0,3,1420,7
300000.0,3,2090,8
310000.0,3,2090,8
209000.0,3,1330,7
344950.0,3,1330,7
230000.0,5,1910,6
336950.0,3,2310,8
700000.0,3,2500,7
230000.0,3,1310,7
443500.0,4,2040,8
471000.0,4,2040,8
595000.0,3,2400,8
470000.0,3,1400,7
600000.0,4,1700,8
1380000.0,4,3160,10
427800.0,3,1340,7
445000.0,4,1470,7
382000.0,3,1790,7
577000.0,3,1560,7
427000.0,3,2620,8
255000.0,3,1580,7
240000.0,3,1090,6
1230000.0,5,3240,9
435000.0,4,2520,7
1450000.0,3,2230,9
425000.0,4,2430,8
393000.0,2,1020,6
264950.0,4,1810,7
746500.0,4,3460,10
450000.0,3,2020,7
229950.0,3,1410,7
425000.0,2,750,6
2560000.0,4,5300,10
1400000.0,4,4380,11
753000.0,3,2290,8
310000.0,2,720,6
395000.0,2,1200,6
725000.0,3,2620,10
295000.0,4,2120,8
225000.0,3,1580,7
1700000.0,3,4160,12
431000.0,3,1830,7
358500.0,3,2000,8
595000.0,2,980,6
468000.0,4,3040,7
260000.0,4,1740,7
375000.0,3,1450,7
295000.0,3,1560,7
403900.0,4,2050,8
269950.0,3,1760,7
640000.0,3,1740,8
221000.0,3,910,7
255000.0,3,1700,7
300000.0,4,2620,7
270000.0,3,1500,7
575000.0,4,1630,7
246900.0,3,1370,7
635000.0,2,1390,8
450000.0,3,1540,7
215000.0,3,1190,7
785000.0,3,4500,10
522500.0,4,2370,7
150000.0,2,1360,7
199950.0,2,870,6
3000000.0,4,4850,10
379900.0,3,3110,9
950000.0,4,3700,11
865000.0,6,3500,8
785000.0,3,1670,8
245700.0,3,1640,8
951000.0,3,3400,9
499950.0,3,2060,7
257000.0,3,1330,7
549000.0,3,2330,7
1600000.0,3,3040,10
1400000.0,5,3700,9
619000.0,3,1990,8
311000.0,5,2020,7
600000.0,5,2980,9
1080000.0,4,3990,10
436000.0,2,790,6
205000.0,2,1060,6
514000.0,3,2260,7
530000.0,2,1900,8
511000.0,5,3361,10
2100000.0,4,3550,9
370000.0,5,2740,8
500000.0,4,2040,7
710000.0,4,4070,10
270000.0,1,720,7
415000.0,3,2000,8
1800000.0,5,4400,11
236000.0,3,1300,7
278000.0,2,1420,7
312000.0,3,1540,7
539000.0,3,1540,7
498000.0,3,2360,7
857000.0,4,3720,9
780000.0,3,1690,7
650000.0,3,2300,8
559500.0,4,1650,8
219950.0,2,990,7
671500.0,4,2130,8
813000.0,4,3320,10
182000.0,3,1960,7
203700.0,2,770,6
740000.0,4,2010,7
230000.0,2,800,5
128000.0,3,910,7
345000.0,3,1200,7
663000.0,4,3570,7
329950.0,3,1820,7
1050000.0,3,2930,9
402300.0,3,1480,7
492000.0,4,3305,7
448000.0,4,2230,7
273000.0,3,1560,7
335000.0,3,1030,6
695000.0,3,2380,7
279000.0,3,1010,6
485000.0,2,2060,7
383000.0,4,2370,8
490000.0,4,2242,8
240000.0,2,1078,7
285000.0,2,890,7
524950.0,3,2700,7
729000.0,4,2450,8
460000.0,3,1420,7
687500.0,3,1280,8
1170000.0,5,2910,9
825000.0,4,2430,8
314950.0,2,1860,7
470000.0,3,1800,7
500000.0,3,1960,7
313000.0,3,1550,6
445000.0,2,840,7
300000.0,4,2080,8
619500.0,4,2210,8
305000.0,3,1210,7
874000.0,3,1350,9
477500.0,3,1860,8
700000.0,3,1940,7
515000.0,4,3400,9
590000.0,4,2240,8
205000.0,3,1170,7
310000.0,3,3130,8
442500.0,2,1510,7
1080000.0,4,3740,11
530000.0,4,2690,8
343500.0,4,1760,7
334900.0,4,2180,6
544300.0,4,1560,7
370000.0,3,1780,7
245000.0,3,1260,7
535000.0,4,1570,8
202000.0,2,740,5
490000.0,4,2020,7
651500.0,4,1500,7
270000.0,4,1670,7
1160000.0,3,3620,10
289000.0,2,1010,7
240000.0,3,1460,6
790000.0,3,1790,8
350000.0,3,1760,7
246950.0,3,1790,7
400000.0,3,1050,7
533000.0,4,2590,8
198400.0,3,1040,7
495000.0,4,4060,9
862000.0,4,3190,11
870000.0,4,3190,11
875000.0,4,2180,9
317000.0,6,2120,7
325000.0,4,2110,8
615000.0,2,1210,6
334950.0,4,2410,8
775000.0,3,1980,9
600000.0,4,2370,8
565000.0,3,1720,7
292500.0,2,750,6
825000.0,3,2510,8
495000.0,3,2577,8
525000.0,3,1540,8
438600.0,1,720,7
507000.0,3,1810,8
275900.0,3,1380,7
1170000.0,4,2570,9
275000.0,4,1690,7
355000.0,3,1420,7
233000.0,4,2130,7
666000.0,3,3000,7
317500.0,4,2150,7
420000.0,4,2280,8
290000.0,4,1560,6
320000.0,3,1880,6
650000.0,3,2320,8
325000.0,3,1010,7
165000.0,3,1120,6
500000.0,3,1560,8
443000.0,4,1860,7
213400.0,3,1150,7
480000.0,4,1920,7
275000.0,4,2490,8
299880.0,3,1460,7
499950.0,3,1820,8
1710000.0,5,4290,9
550000.0,4,2230,7
300000.0,4,2070,8
920000.0,3,2480,8
2300000.0,4,4110,12
620000.0,4,2290,7
253500.0,3,1220,6
978000.0,4,2620,9
387500.0,4,3190,8
325000.0,3,850,6
568000.0,3,1740,8
525000.0,4,2140,8
560000.0,3,2070,8
394000.0,3,1680,7
484950.0,2,1000,7
1300000.0,3,3340,10
315000.0,3,1260,8
590000.0,4,2430,9
106000.0,1,560,5
751000.0,3,3380,10
474000.0,2,1100,7
189000.0,2,1700,5
440500.0,3,1600,7
1020000.0,3,2605,9
589000.0,2,1850,8
273000.0,3,1830,8
950000.0,3,3050,8
277700.0,2,1240,8
299900.0,3,2100,7
235000.0,3,1250,7
464000.0,2,1230,7
281000.0,3,1690,7
320000.0,3,1520,7
282000.0,4,1890,7
745000.0,4,1990,8
245000.0,3,1480,7
250000.0,3,1480,7
470000.0,3,2120,8
216650.0,3,1480,7
440000.0,3,1250,7
590000.0,4,2010,8
935000.0,5,3150,10
848000.0,3,3010,10
827500.0,5,3920,9
1130000.0,6,2880,8
630000.0,2,2550,10
340000.0,5,1120,7
570000.0,4,3140,8
2750000.0,4,4130,10
514500.0,4,2990,9
360000.0,2,1120,7
228900.0,4,1570,7
660000.0,3,2210,8
647000.0,4,2390,9
366000.0,3,1520,8
354000.0,5,1830,7
850000.0,4,2640,8
496700.0,3,1740,8
300000.0,3,1550,8
390000.0,3,1040,7
350000.0,3,1640,8
561000.0,3,1640,8
475000.0,3,1260,7
275000.0,3,1170,7
290000.0,3,1590,7
199000.0,3,1750,7
279900.0,4,1770,7
1660000.0,4,3530,8
405000.0,3,2160,7
615000.0,4,2360,9
268000.0,3,1980,8
451000.0,4,1620,8
850000.0,2,2700,9
1180000.0,5,3270,9
245000.0,2,870,6
450000.0,2,840,6
370350.0,3,1340,8
543000.0,3,1540,8
265000.0,2,1650,6
497000.0,3,2630,8
419000.0,4,1880,7
545800.0,4,1980,8
403000.0,3,1500,7
195000.0,3,1230,6
1130000.0,4,2520,8
255000.0,5,1970,7
500000.0,2,1520,7
855000.0,4,2600,8
390000.0,4,2290,7
339000.0,3,1979,7
1330000.0,4,2170,9
429900.0,4,1820,8
370900.0,3,1200,7
457500.0,3,1210,7
499000.0,4,1970,7
225000.0,2,1040,7
615000.0,3,1920,7
455000.0,2,1020,7
458000.0,3,1660,7
580000.0,3,1670,7
966000.0,5,3810,10
240000.0,4,2020,7
229050.0,1,420,4
328500.0,3,1390,7
319000.0,3,2010,7
650000.0,4,1820,7
398500.0,3,1630,8
250000.0,1,800,6
815000.0,3,2270,9
1070000.0,3,2290,9
510000.0,3,2750,7
156000.0,2,590,5
254500.0,4,2570,8
760000.0,3,2050,9
210000.0,3,1610,7
349950.0,3,2140,7
676000.0,3,1730,7
475000.0,4,2440,8
880000.0,4,3220,9
1210000.0,4,4330,11
420000.0,3,1780,7
607000.0,3,1230,7
475000.0,4,2160,8
395000.0,2,1400,7
650000.0,4,1900,7
625000.0,5,2910,8
849000.0,3,2960,10
429950.0,3,2010,8
825000.0,3,3760,9
505000.0,2,1020,7
265000.0,2,1290,7
283000.0,3,890,6
560000.0,3,1620,7
765000.0,4,3360,10
610000.0,5,2930,9
589000.0,3,2940,9
192500.0,3,1080,6
3200000.0,3,4560,11
550000.0,3,1010,7
460000.0,2,1790,8
264500.0,4,2060,7
339000.0,3,1150,6
950000.0,4,4030,9
677500.0,3,2020,8
690000.0,4,2740,9
312000.0,4,1930,7
840000.0,5,2500,9
357500.0,3,2080,8
675000.0,3,1460,7
515000.0,3,3290,10
491234.0,4,1540,8
290000.0,3,1310,7
490000.0,4,2120,8
810000.0,4,2920,8
252000.0,3,1150,7
299999.0,3,2380,8
400000.0,3,2220,7
530000.0,5,3020,7
357000.0,3,2460,7
365000.0,3,1820,7
804000.0,4,2620,9
808250.0,3,1750,8
360000.0,4,2020,7
240000.0,3,1240,6
335000.0,2,1380,7
380000.0,3,1920,7
350000.0,3,1680,7
194000.0,3,1400,7
310000.0,3,1240,6
315000.0,3,1410,7
258950.0,3,1440,8
479000.0,2,1230,8
510000.0,5,1550,7
400000.0,3,1760,8
1450000.0,4,5000,11
680000.0,5,2140,7
1750000.0,6,3510,10
335000.0,3,2010,8
460000.0,5,3390,8
440000.0,4,2160,8
412250.0,2,1300,8
185000.0,3,1280,6
286500.0,3,1840,7
422000.0,4,3200,7
408000.0,3,2800,9
306500.0,2,1390,7
359900.0,4,2600,8
560000.0,3,1960,8
259875.0,3,1250,6
385000.0,3,1250,6
188000.0,1,550,4
1140000.0,4,2500,8
255000.0,3,1250,6
1190000.0,4,3020,9
635200.0,4,1640,7
355000.0,3,1870,7
544000.0,3,1760,8
402000.0,3,1320,7
575000.0,4,1430,7
216000.0,3,1580,7
1200000.0,4,4170,11
850000.0,4,3090,9
238000.0,3,1020,7
625000.0,4,2180,8
1110000.0,5,3350,8
820000.0,3,2510,9
355000.0,3,1880,8
495000.0,4,1810,8
1300000.0,5,4170,11
398750.0,3,2230,7
835000.0,4,3650,9
705000.0,6,2830,8
625000.0,4,2120,8
550000.0,4,2090,8
540000.0,3,2600,7
519000.0,2,830,7
311000.0,4,1975,7
305000.0,4,1900,7
395000.0,4,2640,8
275000.0,4,1610,6
450000.0,3,1770,8
324000.0,2,1070,7
2800000.0,5,4590,11
565000.0,4,1540,7
373000.0,4,1590,7
613000.0,2,1170,8
614000.0,4,2880,8
595000.0,4,2510,8
440000.0,2,1280,7
425000.0,3,1570,8
407000.0,2,740,6
472000.0,3,1740,7
472000.0,3,1180,8
1250000.0,5,2960,9
412000.0,3,1880,7
717000.0,3,1150,8
425000.0,3,1320,7
299999.0,4,1640,6
254000.0,3,1470,7
178500.0,3,900,6
800000.0,3,1510,8
420000.0,3,1440,6
319900.0,2,1380,7
350000.0,2,1150,7
968000.0,6,3610,9
491000.0,3,1250,7
948000.0,3,3510,9
900000.0,3,2260,8
270000.0,3,2840,7
198000.0,3,1430,7
250000.0,2,1420,7
615000.0,4,2120,8
550000.0,3,2080,8
190000.0,2,1370,7
629000.0,4,1900,8
434000.0,3,1660,7
415885.0,3,1310,7
550000.0,3,1840,7
272000.0,1,1040,7
665000.0,3,2610,10
510000.0,3,1990,7
530000.0,3,3080,8
355000.0,3,1200,7
255000.0,4,1250,7
790000.0,4,2640,10
695000.0,5,1790,8
255000.0,2,1140,7
410000.0,3,1790,7
650000.0,4,1910,7
675000.0,4,1530,7
332888.0,2,1050,8
300000.0,3,1730,7
320000.0,4,1100,7
342500.0,5,2100,7
752875.0,4,2800,9
1730000.0,5,5000,10
255000.0,1,880,6
244000.0,3,1470,7
1420000.0,5,3950,10
218000.0,3,980,7
359000.0,4,2180,7
840000.0,4,3040,11
900000.0,5,4130,9
205000.0,4,1850,7
205000.0,3,1600,7
500000.0,2,2070,7
510000.0,4,3180,7
1140000.0,6,6900,9
1550000.0,4,2640,7
210000.0,3,1920,6
597500.0,3,2030,8
400000.0,2,1140,6
412000.0,3,1660,7
299950.0,2,1390,7
1080000.0,4,2490,8
422500.0,4,2550,9
410000.0,3,1270,6
1400000.0,4,2980,10
245000.0,3,1470,8
720000.0,4,3550,10
315000.0,2,780,6
191950.0,2,1390,7
455000.0,4,2440,8
523000.0,3,1260,8
250000.0,3,1640,7
294000.0,3,1670,7
490000.0,3,2380,8
310000.0,4,1030,7
265000.0,3,1560,7
402000.0,4,1640,7
705000.0,2,2200,8
589450.0,4,3190,10
219950.0,3,1200,7
750000.0,3,2250,8
478000.0,2,1960,7
170000.0,3,1250,7
489950.0,4,2640,9
1370000.0,2,2460,9
319950.0,3,1700,7
208417.0,2,840,5
410000.0,4,1900,6
590000.0,4,2160,7
648000.0,3,1610,8
255000.0,3,1720,8
465000.0,4,2190,8
622000.0,4,3020,8
306000.0,3,1980,7
617000.0,3,1880,7
438750.0,3,1610,7
1280000.0,4,3260,9
995000.0,5,3970,9
1580000.0,4,4570,12
635000.0,5,2620,7
215000.0,3,1180,7
530000.0,3,1365,7
295000.0,2,720,6
245000.0,3,1350,7
400000.0,6,3060,8
303000.0,3,1850,8
330000.0,3,1320,7
700000.0,3,1990,9
126000.0,1,610,5
850000.0,4,2500,7
405000.0,3,1440,7
869900.0,6,2750,8
485000.0,3,1790,8
400000.0,2,1050,8
299950.0,3,1780,7
585000.0,4,2200,8
495000.0,4,1720,7
2200000.0,5,5840,12
447000.0,3,1520,7
206000.0,3,1320,7
500000.0,3,1070,7
302500.0,4,1990,8
1250000.0,4,4980,9
391000.0,2,890,6
250000.0,3,1440,7
435000.0,4,2440,7
160000.0,4,1800,7
451000.0,5,2260,7
206000.0,2,810,6
590000.0,4,2240,7
695000.0,3,4560,9
350000.0,3,1550,7
1240000.0,5,3180,10
395000.0,6,2950,7
419000.0,5,2190,7
592350.0,2,1570,8
855000.0,5,3420,9
771000.0,4,2420,9
325000.0,3,1570,7
1850000.0,5,3680,9
545000.0,4,1910,7
615000.0,3,1780,7
625500.0,2,2160,6
232000.0,3,1460,7
168000.0,3,1370,6
238000.0,3,1370,6
260000.0,3,1500,8
460000.0,3,1210,7
900000.0,3,2850,8
289950.0,3,1090,6
265000.0,3,1450,7
465000.0,4,1820,8
370000.0,3,1320,7
240000.0,2,1670,7
232000.0,4,1440,5
237502.0,3,980,7
1280000.0,4,4340,10
957000.0,4,2860,8
218000.0,3,1140,6
205000.0,3,1120,7
350000.0,3,1460,8
256000.0,4,2050,7
275000.0,3,1250,7
372000.0,4,2520,9
688888.0,3,2580,9
170000.0,2,1200,7
530000.0,5,2140,7
905000.0,4,3440,11
365000.0,4,1800,7
312000.0,4,1790,7
400000.0,2,1250,7
278750.0,2,800,6
510000.0,3,1410,8
527700.0,2,1330,8
740000.0,4,2890,9
512000.0,4,2550,9
362000.0,5,2880,8
225000.0,3,660,5
491500.0,3,1470,7
429950.0,4,1700,8
375000.0,3,1040,7
199400.0,2,880,6
364900.0,4,2490,9
324950.0,3,1210,7
467000.0,5,2080,6
380000.0,3,1380,7
250000.0,3,1620,7
700000.0,4,1680,7
206990.0,3,1330,6
670000.0,3,1730,7
315000.0,2,790,6
319950.0,3,2240,8
419000.0,3,1500,7
205000.0,3,1800,8
335000.0,4,1980,7
397000.0,3,1340,7
370000.0,2,750,7
330000.0,4,1790,7
1790000.0,4,5490,12
399000.0,3,1940,7
400000.0,4,2670,8
249900.0,3,1220,7
717000.0,3,1310,7
319000.0,4,1930,8
635000.0,4,2100,8
355000.0,3,1180,7
1600000.0,5,4320,12
585000.0,4,3140,7
320000.0,3,2320,7
305495.0,3,2110,7
240000.0,4,1790,7
199950.0,5,1740,7
1620000.0,4,3820,10
770000.0,3,2050,9
255000.0,4,1680,8
289000.0,4,1930,8
494500.0,4,3760,8
746000.0,3,2370,8
385000.0,4,2120,8
688100.0,4,2370,8
870300.0,4,2350,8
310000.0,3,1180,7
500000.0,3,2270,8
255000.0,3,1830,7
1480000.0,3,3910,9
154500.0,3,890,6
425000.0,3,1820,7
700000.0,4,2440,10
410500.0,2,1110,6
432000.0,3,1870,7
530000.0,3,1240,8
465000.0,3,1560,7
498688.0,3,1910,8
573500.0,3,2200,9
349900.0,4,2530,8
220000.0,3,1130,7
260000.0,2,820,6
290000.0,2,960,6
615000.0,4,1980,8
730000.0,4,3370,10
1950000.0,4,7420,12
332500.0,3,1800,7
650000.0,5,3990,9
1400000.0,4,4070,8
465000.0,4,1640,7
690000.0,4,3730,10
289900.0,3,1220,7
1620000.0,3,3490,9
339950.0,3,1730,7
367999.0,4,3430,8
380000.0,4,2320,7
440000.0,3,2030,7
975000.0,5,4850,10
309500.0,3,1340,7
350000.0,3,1130,6
215000.0,2,1180,6
254000.0,2,910,6
567000.0,3,1630,7
402000.0,2,710,7
365000.0,4,1520,5
625000.0,4,2820,9
432000.0,4,1970,7
335500.0,5,2240,8
672500.0,2,1860,8
336000.0,4,1780,6
294400.0,4,1788,7
541900.0,3,1880,8
505000.0,3,2300,8
255000.0,3,1610,7
435000.0,6,2270,7
636000.0,2,1230,7
655000.0,4,3420,9
280500.0,3,1670,7
520000.0,2,1120,7
354000.0,4,2580,8
810000.0,5,3847,9
400000.0,4,3630,9
879900.0,4,3580,10
1290000.0,5,4050,10
902500.0,3,3240,10
900000.0,3,1540,7
419500.0,4,2550,7
685000.0,4,2340,8
429950.0,4,2320,8
464950.0,4,1640,7
239900.0,2,910,6
406250.0,4,2550,8
447000.0,4,2660,8
466800.0,3,1480,7
674000.0,4,2810,7
525000.0,1,830,7
674950.0,3,3510,10
374900.0,3,2480,7
1440000.0,4,3720,9
559500.0,3,2150,8
522500.0,3,2370,9
1130000.0,5,4310,10
498500.0,5,2990,8
571000.0,4,1350,8
543000.0,2,2370,7
271920.0,3,1410,7
104950.0,2,1170,6
485500.0,4,1800,8
1210000.0,4,3650,9
260250.0,3,1490,7
875909.0,4,3610,10
455000.0,4,2050,7
309000.0,3,1092,6
229000.0,4,2010,8
250000.0,3,1680,7
600000.0,4,2510,9
535000.0,4,2280,8
571000.0,3,2510,7
1030000.0,5,3190,9
600000.0,4,4690,10
469500.0,3,1850,7
1150000.0,4,4160,11
785000.0,4,2220,8
872750.0,3,2870,10
900000.0,4,3950,10
350000.0,2,1740,8
2580000.0,5,4780,10
